DATE.ADDED.TO.CATALOG,PUBMEDID,FIRST.AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL.SAMPLE.SIZE,REPLICATION.SAMPLE.SIZE,REGION,CHR_ID,CHR_POS,REPORTED.GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST.SNP-RISK.ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK.ALLELE.FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE.(TEXT),OR.or.BETA,95%.CI.(TEXT),PLATFORM.[SNPS.PASSING.QC],CNV,MAPPED_TRAIT,MAPPED_TRAIT_URI,STUDY.ACCESSION,GENOTYPING.TECHNOLOGY,hg38_pos,plink.lab
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,14q11.2,14,23395595,"",MYH6,"","",ENSG00000197616,,,rs422068-C,rs422068,0,422068,intron_variant,0,0.3232,1E-13,13,"",0.0471,[0.035-0.059] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,14:23395595,chr14:23395595:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,14q12,14,32521231,"",AKAP6,"","",ENSG00000151320,,,rs11156751-C,rs11156751,0,11156751,intron_variant,0,0.3099,3E-30,29.5228787452803,"",0.0747,[0.062-0.087] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,14:32521231,chr14:32521231:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,14q13.1,14,34704569,"",RPL23AP8 - CFL2,ENSG00000241582,ENSG00000165410,"",9925,4544,rs73241997-T,rs73241997,0,73241997,downstream_gene_variant,1,0.146,1E-17,17,"",0.0689,[0.053-0.085] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,14:34704569,chr14:34704569:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,14q23.2,14,64213242,"","ESR2, SYNE2","","","ENSG00000140009, ENSG00000054654",,,rs2738413-G,rs2738413,0,2738413,intron_variant,0,0.5253,2E-40,39.698970004336,"",0.0778,[0.066-0.089] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,14:64213242,chr14:64213242:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,6p22.3,6,16418331,"",ATXN1,"","",ENSG00000124788,,,rs9370893-T,rs9370893,0,9370893,intron_variant,0,0.2944,2E-14,13.698970004336,"",0.049,[0.036-0.062] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,6:16418331,chr6:16418331:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,6p22.3,6,18209878,"",KDM1B,"","",ENSG00000165097,,,rs34969716-A,rs34969716,0,34969716,intron_variant,0,0.3142,6E-25,24.2218487496164,"",0.0691,[0.056-0.082] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,6:18209878,chr6:18209878:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,6p21.31,6,34221089,"",CYCSP55 - HMGA1,ENSG00000214810,ENSG00000137309,"",1023,15784,rs12214804-T,rs12214804,0,12214804,downstream_gene_variant,1,0.8852,5E-10,9.30102999566398,"",0.0628,[0.043-0.083] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,6:34221089,chr6:34221089:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,6p21.2,6,36679512,"",CDKN1A,"","",ENSG00000124762,,,rs3176326-A,rs3176326,0,3176326,intron_variant,0,0.1877,7E-20,19.1549019599857,"",0.0701,[0.055-0.085] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,6:36679512,chr6:36679512:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,6q14.3,6,87176617,"",ZNF292,"","",ENSG00000188994,,,rs7757330-G,rs7757330,0,7757330,intron_variant,0,0.387,1E-13,13,"",0.044,[0.032-0.056] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,6:87176617,chr6:87176617:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,6q22.31,6,118653635,"",CEP85L,"","",ENSG00000111860,,,rs9481842-G,rs9481842,0,9481842,intron_variant,0,0.2472,7E-22,21.1549019599857,"",0.0661,[0.053-0.08] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,6:118653635,chr6:118653635:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,6q22.31,6,122077095,"",HMGB3P18 - RNU1-18P,ENSG00000220184,ENSG00000199932,"",218327,134553,rs72966339-T,rs72966339,0,72966339,intergenic_variant,1,0.3496,5E-27,26.301029995664,"",0.0657,[0.054-0.078] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,6:122077095,chr6:122077095:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,6q23.2,6,133111184,"",LINC00326 - MTCYBP4,ENSG00000231023,ENSG00000220113,"",3774,39384,rs6902225-G,rs6902225,0,6902225,downstream_gene_variant,1,0.2293,6E-11,10.2218487496164,"",0.0454,[0.032-0.059] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,6:133111184,chr6:133111184:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,6q25.1,6,149092383,"",UST - TAB2,ENSG00000111962,ENSG00000055208,"",15393,126258,rs78811127-A,rs78811127,0,78811127,regulatory_region_variant,1,0.1451,7E-17,16.1549019599857,"",0.0734,[0.056-0.091] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,6:149092383,chr6:149092383:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,7p22.3,7,855648,"",SUN1,"","",ENSG00000164828,,,rs6461461-A,rs6461461,0,6461461,intron_variant,0,0.3891,6E-10,9.22184874961636,"",0.0372,[0.025-0.049] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,7:855648,chr7:855648:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,7p21.2,7,14334089,"",DGKB,"","",ENSG00000136267,,,rs12154315-T,rs12154315,0,12154315,intron_variant,0,0.2597,3E-15,14.5228787452803,"",0.0529,[0.04-0.066] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,7:14334089,chr7:14334089:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,7p15.1,7,28377595,"",CREB5,"","",ENSG00000146592,,,rs9639575-A,rs9639575,0,9639575,intron_variant,0,0.7321,4E-10,9.39794000867204,"",0.0451,[0.031-0.059] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,7:28377595,chr7:28377595:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,7q21.2,7,92620826,"",CDK6,"","",ENSG00000105810,,,rs42044-G,rs42044,0,42044,intron_variant,0,0.2553,8E-10,9.09691001300806,"",0.0417,[0.028-0.055] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,7:92620826,chr7:92620826:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,7q31.2,7,116558567,"",CAV1,"","",ENSG00000105974,,,rs1997571-A,rs1997571,0,1997571,intron_variant,0,0.5943,1E-73,73,"",0.1068,[0.095-0.118] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,7:116558567,chr7:116558567:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,7q36.1,7,150972888,"",KCNH2,"","",ENSG00000055118,,,rs3778872-G,rs3778872,0,3778872,intron_variant,0,0.1961,5E-14,13.301029995664,"",0.0563,[0.042-0.071] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,7:150972888,chr7:150972888:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,8p23.1,8,11927032,"",OR7E158P - OR7E161P,ENSG00000254948,ENSG00000285469,"",6223,1565,rs6996342-T,rs6996342,0,6996342,downstream_gene_variant,1,0.401,1E-8,8,"",0.038,[0.025-0.051] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,8:11927032,chr8:11927032:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,8p22,8,18055243,"",PCM1 - ASAH1,ENSG00000078674,ENSG00000104763,"",25295,749,rs399485-T,rs399485,0,399485,downstream_gene_variant,1,0.6376,2E-21,20.698970004336,"",0.061,[0.048-0.074] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,8:18055243,chr8:18055243:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,8p21.3,8,21947754,"",XPO7,"","",ENSG00000130227,,,rs6998692-C,rs6998692,0,6998692,intron_variant,0,0.1152,2E-16,15.698970004336,"",0.0751,[0.057-0.093] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,8:21947754,chr8:21947754:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,8q24.13,8,123597926,"",RN7SKP155 - KLHL38,ENSG00000251840,ENSG00000175946,"",8880,46516,rs58847541-A,rs58847541,0,58847541,intergenic_variant,1,0.1446,2E-15,14.698970004336,"",0.0647,[0.049-0.081] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,8:123597926,chr8:123597926:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,8q24.3,8,140730769,"",PTK2,"","",ENSG00000169398,,,rs6994744-C,rs6994744,0,6994744,intron_variant,0,0.5312,1E-12,12,"",0.0416,[0.03-0.053] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,8:140730769,chr8:140730769:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,9p21.3,9,20235006,"",SLC24A2 - MLLT3,ENSG00000155886,ENSG00000171843,"",445969,106663,rs4977397-G,rs4977397,0,4977397,intergenic_variant,1,0.4349,4E-8,7.39794000867204,"",0.0341,[0.022-0.046] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,9:20235006,chr9:20235006:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,9q22.32,9,94951177,"",AOPEP,"","",ENSG00000148120,,,rs10821415-A,rs10821415,0,10821415,intron_variant,0,0.3893,1E-33,33,"",0.0716,[0.06-0.083] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,9:94951177,chr9:94951177:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,9q34.3,9,136202927,"",LHX3,"","",ENSG00000107187,,,rs2274115-G,rs2274115,0,2274115,intron_variant,0,0.6699,6E-11,10.2218487496164,"",0.0425,[0.03-0.055] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,9:136202927,chr9:136202927:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,10p12.31,10,20953453,"",NEBL,"","",ENSG00000078114,,,rs7910227-A,rs7910227,0,7910227,intron_variant,0,0.1728,6E-6,5.22184874961636,"",0.0527,[0.03-0.075] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,10:20953453,chr10:20953453:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,10q21.3,10,63561387,"",REEP3,"","",ENSG00000165476,,,rs12245149-A,rs12245149,0,12245149,intron_variant,0,0.4546,8E-17,16.0969100130081,"",0.049,[0.037-0.061] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,10:63561387,chr10:63561387:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,2q34,2,212386779,"",ERBB4,"","",ENSG00000178568,,,rs13019524-C,rs13019524,0,13019524,intron_variant,0,0.3297,3E-11,10.5228787452803,"",0.0423,[0.03-0.055] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,2:212386779,chr2:212386779:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,3p25.2,3,12800305,"",CAND2,"","",ENSG00000144712,,,rs7650482-G,rs7650482,0,7650482,intron_variant,0,0.5882,5E-35,34.301029995664,"",0.0753,[0.063-0.087] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,3:12800305,chr3:12800305:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,3p24.2,3,24431375,"",THRB,"","",ENSG00000151090,,,rs73032363-G,rs73032363,0,73032363,intron_variant,0,0.293,2E-15,14.698970004336,"",0.0509,[0.038-0.063] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,3:24431375,chr3:24431375:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,3p22.2,3,38725824,"",SCN10A,"","",ENSG00000185313,,,rs6801957-C,rs6801957,0,6801957,intron_variant,0,0.6162,2E-24,23.698970004336,"",0.0616,[0.05-0.073] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,3:38725824,chr3:38725824:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,3p14.1,3,66403767,"",LRIG1,"","",ENSG00000144749,,,rs34080181-A,rs34080181,0,34080181,intron_variant,0,0.3559,1E-14,14,"",0.0476,[0.035-0.06] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,3:66403767,chr3:66403767:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,3p14.1,3,69357030,"",FRMD4B,"","",ENSG00000114541,,,rs17005647-T,rs17005647,0,17005647,intron_variant,0,0.4083,9E-11,10.0457574905607,"",0.0394,[0.027-0.051] unit increase,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,3:69357030,chr3:69357030:
2023-01-25,36653681,Miyazawa K,2023-01-19,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/36653681,Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.,Atrial fibrillation,"77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls",,3p11.1,3,89440379,"",EPHA3,"","",ENSG00000044524,,,rs6771054-C,rs6771054,0,6771054,intron_variant,0,0.391,2E-14,13.698970004336,"",0.047,[0.035-0.059] unit decrease,Illumina [5000630] (imputed),N,atrial fibrillation,http://www.ebi.ac.uk/efo/EFO_0000275,GCST90204201,Genome-wide genotyping array,3:89440379,chr3:89440379:
