DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related diseases, mortality and associated endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	18p11.22	18	8522684	NR	THEMIS3P - AKR1B1P6	ENSG00000229442	ENSG00000225212		8835	22951	rs8082812-?	rs8082812	0	8082812	intergenic_variant	1	NR	5E-67	66.30102999566398				Affymetrix [NR]	N	total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, obsolete_cancer, diabetes mellitus, glucose measurement, mortality	http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004348, http://www.ebi.ac.uk/efo/EFO_0000712, http://www.ebi.ac.uk/efo/EFO_0007928, http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0000275, http://www.ebi.ac.uk/efo/EFO_0004612, http://www.ebi.ac.uk/efo/EFO_0001645, http://www.ebi.ac.uk/efo/EFO_0006336, http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0006335, http://www.ebi.ac.uk/efo/EFO_0003144, http://www.ebi.ac.uk/efo/EFO_0000311, http://www.ebi.ac.uk/efo/EFO_0000400, http://www.ebi.ac.uk/efo/EFO_0004468, http://www.ebi.ac.uk/efo/EFO_0004352	GCST004045	Genome-wide genotyping array
2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related diseases, mortality and associated endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	19p13.11	19	19296909	NR	SUGP1			ENSG00000105705			rs10401969-?	rs10401969	0	10401969	intron_variant	0	NR	4E-11	10.397940008672037				Affymetrix [NR]	N	total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, obsolete_cancer, diabetes mellitus, glucose measurement, mortality	http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004348, http://www.ebi.ac.uk/efo/EFO_0000712, http://www.ebi.ac.uk/efo/EFO_0007928, http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0000275, http://www.ebi.ac.uk/efo/EFO_0004612, http://www.ebi.ac.uk/efo/EFO_0001645, http://www.ebi.ac.uk/efo/EFO_0006336, http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0006335, http://www.ebi.ac.uk/efo/EFO_0003144, http://www.ebi.ac.uk/efo/EFO_0000311, http://www.ebi.ac.uk/efo/EFO_0000400, http://www.ebi.ac.uk/efo/EFO_0004468, http://www.ebi.ac.uk/efo/EFO_0004352	GCST004045	Genome-wide genotyping array
2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related diseases, mortality and associated endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	19q13.32	19	44919689	NR	APOC1 - APOC1P1	ENSG00000130208	ENSG00000214855		340	7110	rs4420638-?	rs4420638	0	4420638	downstream_gene_variant	1	NR	1E-22	22.0				Affymetrix [NR]	N	total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, obsolete_cancer, diabetes mellitus, glucose measurement, mortality	http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004348, http://www.ebi.ac.uk/efo/EFO_0000712, http://www.ebi.ac.uk/efo/EFO_0007928, http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0000275, http://www.ebi.ac.uk/efo/EFO_0004612, http://www.ebi.ac.uk/efo/EFO_0001645, http://www.ebi.ac.uk/efo/EFO_0006336, http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0006335, http://www.ebi.ac.uk/efo/EFO_0003144, http://www.ebi.ac.uk/efo/EFO_0000311, http://www.ebi.ac.uk/efo/EFO_0000400, http://www.ebi.ac.uk/efo/EFO_0004468, http://www.ebi.ac.uk/efo/EFO_0004352	GCST004045	Genome-wide genotyping array
2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related diseases, mortality and associated endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	19q13.32	19	44744370	NR	CEACAM16-AS1 - BCL3	ENSG00000266903	ENSG00000069399		19153	3335	rs4803750-?	rs4803750	0	4803750	intergenic_variant	1	NR	1E-13	13.0				Affymetrix [NR]	N	total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, obsolete_cancer, diabetes mellitus, glucose measurement, mortality	http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004348, http://www.ebi.ac.uk/efo/EFO_0000712, http://www.ebi.ac.uk/efo/EFO_0007928, http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0000275, http://www.ebi.ac.uk/efo/EFO_0004612, http://www.ebi.ac.uk/efo/EFO_0001645, http://www.ebi.ac.uk/efo/EFO_0006336, http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0006335, http://www.ebi.ac.uk/efo/EFO_0003144, http://www.ebi.ac.uk/efo/EFO_0000311, http://www.ebi.ac.uk/efo/EFO_0000400, http://www.ebi.ac.uk/efo/EFO_0004468, http://www.ebi.ac.uk/efo/EFO_0004352	GCST004045	Genome-wide genotyping array
2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related diseases, mortality and associated endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	1p13.3	1	109275684	NR	CELSR2			ENSG00000143126			rs629301-?	rs629301	0	629301	3_prime_UTR_variant	0	NR	1E-49	49.0				Affymetrix [NR]	N	total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, obsolete_cancer, diabetes mellitus, glucose measurement, mortality	http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004348, http://www.ebi.ac.uk/efo/EFO_0000712, http://www.ebi.ac.uk/efo/EFO_0007928, http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0000275, http://www.ebi.ac.uk/efo/EFO_0004612, http://www.ebi.ac.uk/efo/EFO_0001645, http://www.ebi.ac.uk/efo/EFO_0006336, http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0006335, http://www.ebi.ac.uk/efo/EFO_0003144, http://www.ebi.ac.uk/efo/EFO_0000311, http://www.ebi.ac.uk/efo/EFO_0000400, http://www.ebi.ac.uk/efo/EFO_0004468, http://www.ebi.ac.uk/efo/EFO_0004352	GCST004045	Genome-wide genotyping array
2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related diseases, mortality and associated endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	2p25.1	2	9956965	NR	GRHL1			ENSG00000134317			rs16867253-?	rs16867253	0	16867253	intron_variant	0	NR	3E-6	5.522878745280337				Affymetrix [NR]	N	total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, obsolete_cancer, diabetes mellitus, glucose measurement, mortality	http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004348, http://www.ebi.ac.uk/efo/EFO_0000712, http://www.ebi.ac.uk/efo/EFO_0007928, http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0000275, http://www.ebi.ac.uk/efo/EFO_0004612, http://www.ebi.ac.uk/efo/EFO_0001645, http://www.ebi.ac.uk/efo/EFO_0006336, http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0006335, http://www.ebi.ac.uk/efo/EFO_0003144, http://www.ebi.ac.uk/efo/EFO_0000311, http://www.ebi.ac.uk/efo/EFO_0000400, http://www.ebi.ac.uk/efo/EFO_0004468, http://www.ebi.ac.uk/efo/EFO_0004352	GCST004045	Genome-wide genotyping array
2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related diseases, mortality and associated endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	2p24.1	2	21065449	NR	APOB - TDRD15	ENSG00000084674	ENSG00000218819		21376	58519	rs562338-?	rs562338	0	562338	intergenic_variant	1	NR	5E-21	20.30102999566398				Affymetrix [NR]	N	total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, obsolete_cancer, diabetes mellitus, glucose measurement, mortality	http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004348, http://www.ebi.ac.uk/efo/EFO_0000712, http://www.ebi.ac.uk/efo/EFO_0007928, http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0000275, http://www.ebi.ac.uk/efo/EFO_0004612, http://www.ebi.ac.uk/efo/EFO_0001645, http://www.ebi.ac.uk/efo/EFO_0006336, http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0006335, http://www.ebi.ac.uk/efo/EFO_0003144, http://www.ebi.ac.uk/efo/EFO_0000311, http://www.ebi.ac.uk/efo/EFO_0000400, http://www.ebi.ac.uk/efo/EFO_0004468, http://www.ebi.ac.uk/efo/EFO_0004352	GCST004045	Genome-wide genotyping array
2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related diseases, mortality and associated endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	2p24.1	2	21176344	NR	TDRD15 - NA	ENSG00000218819			31976		rs478442-?	rs478442	0	478442	regulatory_region_variant	1	NR	4E-16	15.397940008672037				Affymetrix [NR]	N	total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, obsolete_cancer, diabetes mellitus, glucose measurement, mortality	http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004348, http://www.ebi.ac.uk/efo/EFO_0000712, http://www.ebi.ac.uk/efo/EFO_0007928, http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0000275, http://www.ebi.ac.uk/efo/EFO_0004612, http://www.ebi.ac.uk/efo/EFO_0001645, http://www.ebi.ac.uk/efo/EFO_0006336, http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0006335, http://www.ebi.ac.uk/efo/EFO_0003144, http://www.ebi.ac.uk/efo/EFO_0000311, http://www.ebi.ac.uk/efo/EFO_0000400, http://www.ebi.ac.uk/efo/EFO_0004468, http://www.ebi.ac.uk/efo/EFO_0004352	GCST004045	Genome-wide genotyping array
2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related diseases, mortality and associated endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	2p23.3	2	27263727	NR	SLC30A3			ENSG00000115194			rs6759518-?	rs6759518	0	6759518	intron_variant	0	NR	8E-10	9.096910013008056				Affymetrix [NR]	N	total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, obsolete_cancer, diabetes mellitus, glucose measurement, mortality	http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004348, http://www.ebi.ac.uk/efo/EFO_0000712, http://www.ebi.ac.uk/efo/EFO_0007928, http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0000275, http://www.ebi.ac.uk/efo/EFO_0004612, http://www.ebi.ac.uk/efo/EFO_0001645, http://www.ebi.ac.uk/efo/EFO_0006336, http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0006335, http://www.ebi.ac.uk/efo/EFO_0003144, http://www.ebi.ac.uk/efo/EFO_0000311, http://www.ebi.ac.uk/efo/EFO_0000400, http://www.ebi.ac.uk/efo/EFO_0004468, http://www.ebi.ac.uk/efo/EFO_0004352	GCST004045	Genome-wide genotyping array
2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related diseases, mortality and associated endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	2p23.3	2	27412596	NR	PPM1G - NRBP1	ENSG00000115241	ENSG00000115216		3005	15194	rs1728918-?	rs1728918	0	1728918	upstream_gene_variant	1	NR	1E-31	31.0				Affymetrix [NR]	N	total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, obsolete_cancer, diabetes mellitus, glucose measurement, mortality	http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004348, http://www.ebi.ac.uk/efo/EFO_0000712, http://www.ebi.ac.uk/efo/EFO_0007928, http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0000275, http://www.ebi.ac.uk/efo/EFO_0004612, http://www.ebi.ac.uk/efo/EFO_0001645, http://www.ebi.ac.uk/efo/EFO_0006336, http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0006335, http://www.ebi.ac.uk/efo/EFO_0003144, http://www.ebi.ac.uk/efo/EFO_0000311, http://www.ebi.ac.uk/efo/EFO_0000400, http://www.ebi.ac.uk/efo/EFO_0004468, http://www.ebi.ac.uk/efo/EFO_0004352	GCST004045	Genome-wide genotyping array
2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related diseases, mortality and associated endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	2p23.3	2	27518370	NR	GCKR			ENSG00000084734			rs780094-?	rs780094	0	780094	intron_variant	0	NR	4E-91	90.39794000867204				Affymetrix [NR]	N	total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, obsolete_cancer, diabetes mellitus, glucose measurement, mortality	http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004348, http://www.ebi.ac.uk/efo/EFO_0000712, http://www.ebi.ac.uk/efo/EFO_0007928, http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0000275, http://www.ebi.ac.uk/efo/EFO_0004612, http://www.ebi.ac.uk/efo/EFO_0001645, http://www.ebi.ac.uk/efo/EFO_0006336, http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0006335, http://www.ebi.ac.uk/efo/EFO_0003144, http://www.ebi.ac.uk/efo/EFO_0000311, http://www.ebi.ac.uk/efo/EFO_0000400, http://www.ebi.ac.uk/efo/EFO_0004468, http://www.ebi.ac.uk/efo/EFO_0004352	GCST004045	Genome-wide genotyping array
2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related diseases, mortality and associated endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	2q22.3	2	146120964	NR	NA - RNU7-2P		ENSG00000251905			24192	rs222826-?	rs222826	0	222826	regulatory_region_variant	1	NR	8E-7	6.096910013008056				Affymetrix [NR]	N	total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, obsolete_cancer, diabetes mellitus, glucose measurement, mortality	http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004348, http://www.ebi.ac.uk/efo/EFO_0000712, http://www.ebi.ac.uk/efo/EFO_0007928, http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0000275, http://www.ebi.ac.uk/efo/EFO_0004612, http://www.ebi.ac.uk/efo/EFO_0001645, http://www.ebi.ac.uk/efo/EFO_0006336, http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0006335, http://www.ebi.ac.uk/efo/EFO_0003144, http://www.ebi.ac.uk/efo/EFO_0000311, http://www.ebi.ac.uk/efo/EFO_0000400, http://www.ebi.ac.uk/efo/EFO_0004468, http://www.ebi.ac.uk/efo/EFO_0004352	GCST004045	Genome-wide genotyping array
2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related diseases, mortality and associated endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	2q35	2	215086907	NR	ABCA12			ENSG00000144452			rs940274-?	rs940274	0	940274	intron_variant	0	NR	4E-6	5.3979400086720375				Affymetrix [NR]	N	total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, obsolete_cancer, diabetes mellitus, glucose measurement, mortality	http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004348, http://www.ebi.ac.uk/efo/EFO_0000712, http://www.ebi.ac.uk/efo/EFO_0007928, http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0000275, http://www.ebi.ac.uk/efo/EFO_0004612, http://www.ebi.ac.uk/efo/EFO_0001645, http://www.ebi.ac.uk/efo/EFO_0006336, http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0006335, http://www.ebi.ac.uk/efo/EFO_0003144, http://www.ebi.ac.uk/efo/EFO_0000311, http://www.ebi.ac.uk/efo/EFO_0000400, http://www.ebi.ac.uk/efo/EFO_0004468, http://www.ebi.ac.uk/efo/EFO_0004352	GCST004045	Genome-wide genotyping array
2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related diseases, mortality and associated endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	3q21.1	3	123019460	NR	SEMA5B			ENSG00000082684			rs7632505-?	rs7632505	0	7632505	intron_variant	0	NR	7E-19	18.154901959985743				Affymetrix [NR]	N	total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, obsolete_cancer, diabetes mellitus, glucose measurement, mortality	http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004348, http://www.ebi.ac.uk/efo/EFO_0000712, http://www.ebi.ac.uk/efo/EFO_0007928, http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0000275, http://www.ebi.ac.uk/efo/EFO_0004612, http://www.ebi.ac.uk/efo/EFO_0001645, http://www.ebi.ac.uk/efo/EFO_0006336, http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0006335, http://www.ebi.ac.uk/efo/EFO_0003144, http://www.ebi.ac.uk/efo/EFO_0000311, http://www.ebi.ac.uk/efo/EFO_0000400, http://www.ebi.ac.uk/efo/EFO_0004468, http://www.ebi.ac.uk/efo/EFO_0004352	GCST004045	Genome-wide genotyping array
2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related diseases, mortality and associated endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	4q24	4	102363708	NR	SLC39A8			ENSG00000138821			rs13114738-?	rs13114738	0	13114738	intron_variant	0	NR	8E-8	7.096910013008056				Affymetrix [NR]	N	total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, obsolete_cancer, diabetes mellitus, glucose measurement, mortality	http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004348, http://www.ebi.ac.uk/efo/EFO_0000712, http://www.ebi.ac.uk/efo/EFO_0007928, http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0000275, http://www.ebi.ac.uk/efo/EFO_0004612, http://www.ebi.ac.uk/efo/EFO_0001645, http://www.ebi.ac.uk/efo/EFO_0006336, http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0006335, http://www.ebi.ac.uk/efo/EFO_0003144, http://www.ebi.ac.uk/efo/EFO_0000311, http://www.ebi.ac.uk/efo/EFO_0000400, http://www.ebi.ac.uk/efo/EFO_0004468, http://www.ebi.ac.uk/efo/EFO_0004352	GCST004045	Genome-wide genotyping array
2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related diseases, mortality and associated endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	4q25	4	110810780	NR	LINC01438 - MIR297	ENSG00000249519	ENSG00000215961		13436	49802	rs6533530-?	rs6533530	0	6533530	intergenic_variant	1	NR	1E-7	7.0				Affymetrix [NR]	N	total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, obsolete_cancer, diabetes mellitus, glucose measurement, mortality	http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004348, http://www.ebi.ac.uk/efo/EFO_0000712, http://www.ebi.ac.uk/efo/EFO_0007928, http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0000275, http://www.ebi.ac.uk/efo/EFO_0004612, http://www.ebi.ac.uk/efo/EFO_0001645, http://www.ebi.ac.uk/efo/EFO_0006336, http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0006335, http://www.ebi.ac.uk/efo/EFO_0003144, http://www.ebi.ac.uk/efo/EFO_0000311, http://www.ebi.ac.uk/efo/EFO_0000400, http://www.ebi.ac.uk/efo/EFO_0004468, http://www.ebi.ac.uk/efo/EFO_0004352	GCST004045	Genome-wide genotyping array
2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related diseases, mortality and associated endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	4q31.1	4	139829967	NR	MAML3			ENSG00000196782			rs1869717-?	rs1869717	0	1869717	intron_variant	0	NR	5E-8	7.301029995663981				Affymetrix [NR]	N	total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, obsolete_cancer, diabetes mellitus, glucose measurement, mortality	http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004348, http://www.ebi.ac.uk/efo/EFO_0000712, http://www.ebi.ac.uk/efo/EFO_0007928, http://www.ebi.ac.uk/efo/EFO_0004340, http://www.ebi.ac.uk/efo/EFO_0000275, http://www.ebi.ac.uk/efo/EFO_0004612, http://www.ebi.ac.uk/efo/EFO_0001645, http://www.ebi.ac.uk/efo/EFO_0006336, http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0006335, http://www.ebi.ac.uk/efo/EFO_0003144, http://www.ebi.ac.uk/efo/EFO_0000311, http://www.ebi.ac.uk/efo/EFO_0000400, http://www.ebi.ac.uk/efo/EFO_0004468, http://www.ebi.ac.uk/efo/EFO_0004352	GCST004045	Genome-wide genotyping array
